timestamp,datetime,threat_level,detections_count,max_confidence,labels,frame_number
1781086786.505,2026-06-10 15:19:46,WARNING,2,0.758,SMOKE|SMOKE,7
1781086786.536,2026-06-10 15:19:46,WARNING,1,0.750,SMOKE,8
1781086786.587,2026-06-10 15:19:46,WARNING,2,0.754,SMOKE|SMOKE,9
1781086786.664,2026-06-10 15:19:46,WARNING,2,0.756,SMOKE|SMOKE,10
1781086786.710,2026-06-10 15:19:46,WARNING,1,0.753,SMOKE,11
1781086786.753,2026-06-10 15:19:46,WARNING,1,0.754,SMOKE,12
1781086786.792,2026-06-10 15:19:46,WARNING,1,0.753,SMOKE,13
1781086786.837,2026-06-10 15:19:46,WARNING,1,0.751,SMOKE,14
1781086786.872,2026-06-10 15:19:46,WARNING,1,0.752,SMOKE,15
1781086786.940,2026-06-10 15:19:46,WARNING,1,0.746,SMOKE,16
1781086786.980,2026-06-10 15:19:46,WARNING,1,0.747,SMOKE,17
1781086787.027,2026-06-10 15:19:47,WARNING,1,0.745,SMOKE,18
1781086787.090,2026-06-10 15:19:47,WARNING,1,0.745,SMOKE,19
1781086787.149,2026-06-10 15:19:47,WARNING,1,0.745,SMOKE,20
1781086787.228,2026-06-10 15:19:47,WARNING,1,0.737,SMOKE,21
1781086787.288,2026-06-10 15:19:47,WARNING,1,0.744,SMOKE,22
1781086787.343,2026-06-10 15:19:47,WARNING,1,0.734,SMOKE,23
1781086787.411,2026-06-10 15:19:47,WARNING,1,0.742,SMOKE,24
1781086787.460,2026-06-10 15:19:47,WARNING,1,0.740,SMOKE,25
1781086787.518,2026-06-10 15:19:47,WARNING,1,0.735,SMOKE,26
1781086787.567,2026-06-10 15:19:47,WARNING,1,0.737,SMOKE,27
1781086787.619,2026-06-10 15:19:47,WARNING,1,0.736,SMOKE,28
1781086787.698,2026-06-10 15:19:47,WARNING,3,0.745,SMOKE|SMOKE|SMOKE,29
1781086787.742,2026-06-10 15:19:47,WARNING,3,0.724,SMOKE|SMOKE|SMOKE,30
1781086787.794,2026-06-10 15:19:47,WARNING,3,0.725,SMOKE|SMOKE|SMOKE,31
1781086787.864,2026-06-10 15:19:47,WARNING,3,0.694,SMOKE|SMOKE|SMOKE,32
1781086787.917,2026-06-10 15:19:47,WARNING,3,0.689,SMOKE|SMOKE|SMOKE,33
1781086787.988,2026-06-10 15:19:47,WARNING,3,0.704,SMOKE|SMOKE|SMOKE,34
1781086788.040,2026-06-10 15:19:48,WARNING,3,0.689,SMOKE|SMOKE|SMOKE,35
1781086788.100,2026-06-10 15:19:48,WARNING,2,0.709,SMOKE|SMOKE,36
1781086788.180,2026-06-10 15:19:48,WARNING,3,0.695,SMOKE|SMOKE|SMOKE,37
1781086788.231,2026-06-10 15:19:48,WARNING,3,0.587,SMOKE|SMOKE|SMOKE,38
1781086788.275,2026-06-10 15:19:48,WARNING,3,0.584,SMOKE|SMOKE|SMOKE,39
1781086788.348,2026-06-10 15:19:48,WARNING,3,0.577,SMOKE|SMOKE|SMOKE,40
1781086788.397,2026-06-10 15:19:48,WARNING,3,0.569,SMOKE|SMOKE|SMOKE,41
1781086788.475,2026-06-10 15:19:48,WARNING,3,0.638,SMOKE|SMOKE|SMOKE,42
1781086788.517,2026-06-10 15:19:48,WARNING,2,0.630,SMOKE|SMOKE,43
1781086788.592,2026-06-10 15:19:48,WARNING,4,0.594,SMOKE|SMOKE|SMOKE|SMOKE,44
1781086788.646,2026-06-10 15:19:48,WARNING,2,0.554,SMOKE|SMOKE,45
1781086788.700,2026-06-10 15:19:48,WARNING,3,0.540,SMOKE|SMOKE|SMOKE,46
1781086788.771,2026-06-10 15:19:48,WARNING,2,0.542,SMOKE|SMOKE,47
1781086788.823,2026-06-10 15:19:48,WARNING,2,0.556,SMOKE|SMOKE,48
1781086788.867,2026-06-10 15:19:48,WARNING,2,0.552,SMOKE|SMOKE,49
1781086788.930,2026-06-10 15:19:48,WARNING,2,0.558,SMOKE|SMOKE,50
1781086790.154,2026-06-10 15:19:50,WARNING,1,0.562,SMOKE,65
1781086812.829,2026-06-10 15:20:12,WARNING,2,0.509,SMOKE|SMOKE,4
1781086812.891,2026-06-10 15:20:12,WARNING,1,0.610,SMOKE,5
1781086812.947,2026-06-10 15:20:12,WARNING,1,0.686,SMOKE,6
1781086813.004,2026-06-10 15:20:13,WARNING,3,0.763,SMOKE|SMOKE|SMOKE,7
1781086813.068,2026-06-10 15:20:13,WARNING,3,0.818,SMOKE|SMOKE|SMOKE,8
1781086813.124,2026-06-10 15:20:13,WARNING,3,0.776,SMOKE|SMOKE|SMOKE,9
1781086813.168,2026-06-10 15:20:13,WARNING,1,0.737,SMOKE,10
1781086813.232,2026-06-10 15:20:13,WARNING,1,0.741,SMOKE,11
1781086813.271,2026-06-10 15:20:13,WARNING,1,0.741,SMOKE,12
1781086813.333,2026-06-10 15:20:13,WARNING,1,0.738,SMOKE,13
1781086813.367,2026-06-10 15:20:13,WARNING,1,0.734,SMOKE,14
1781086813.413,2026-06-10 15:20:13,WARNING,1,0.733,SMOKE,15
1781086813.451,2026-06-10 15:20:13,WARNING,1,0.738,SMOKE,16
1781086813.489,2026-06-10 15:20:13,WARNING,1,0.737,SMOKE,17
1781086813.550,2026-06-10 15:20:13,WARNING,1,0.735,SMOKE,18
1781086813.610,2026-06-10 15:20:13,WARNING,1,0.731,SMOKE,19
1781086813.663,2026-06-10 15:20:13,WARNING,1,0.730,SMOKE,20
1781086813.723,2026-06-10 15:20:13,WARNING,1,0.734,SMOKE,21
1781086813.790,2026-06-10 15:20:13,WARNING,1,0.734,SMOKE,22
1781086813.843,2026-06-10 15:20:13,WARNING,1,0.733,SMOKE,23
1781086813.927,2026-06-10 15:20:13,WARNING,1,0.731,SMOKE,24
1781086813.964,2026-06-10 15:20:13,WARNING,1,0.736,SMOKE,25
1781086814.024,2026-06-10 15:20:14,WARNING,1,0.732,SMOKE,26
1781086814.085,2026-06-10 15:20:14,WARNING,1,0.734,SMOKE,27
1781086814.143,2026-06-10 15:20:14,WARNING,1,0.736,SMOKE,28
1781086814.224,2026-06-10 15:20:14,WARNING,2,0.748,SMOKE|SMOKE,29
1781086814.266,2026-06-10 15:20:14,WARNING,2,0.695,SMOKE|SMOKE,30
1781086814.326,2026-06-10 15:20:14,WARNING,1,0.643,SMOKE,31
1781086814.399,2026-06-10 15:20:14,WARNING,2,0.541,SMOKE|SMOKE,32
1781086818.814,2026-06-10 15:20:18,WARNING,2,0.520,SMOKE|SMOKE,106
1781086819.006,2026-06-10 15:20:19,WARNING,2,0.537,SMOKE|SMOKE,107
1781086819.059,2026-06-10 15:20:19,WARNING,3,0.543,SMOKE|SMOKE|SMOKE,108
1781086819.128,2026-06-10 15:20:19,WARNING,3,0.553,SMOKE|SMOKE|SMOKE,109
1781086819.169,2026-06-10 15:20:19,WARNING,3,0.538,SMOKE|SMOKE|SMOKE,110
1781086819.190,2026-06-10 15:20:19,WARNING,2,0.534,SMOKE|SMOKE,111
1781086819.238,2026-06-10 15:20:19,WARNING,3,0.547,SMOKE|SMOKE|SMOKE,112
1781086819.294,2026-06-10 15:20:19,WARNING,3,0.538,SMOKE|SMOKE|SMOKE,113
1781086819.346,2026-06-10 15:20:19,WARNING,3,0.542,SMOKE|SMOKE|SMOKE,114
1781086819.373,2026-06-10 15:20:19,WARNING,3,0.544,SMOKE|SMOKE|SMOKE,115
1781086819.428,2026-06-10 15:20:19,WARNING,3,0.536,SMOKE|SMOKE|SMOKE,116
1781086819.461,2026-06-10 15:20:19,WARNING,3,0.537,SMOKE|SMOKE|SMOKE,117
1781086819.532,2026-06-10 15:20:19,WARNING,1,0.502,SMOKE,118
1781086820.689,2026-06-10 15:20:20,WARNING,1,0.542,SMOKE,137
1781086820.830,2026-06-10 15:20:20,WARNING,1,0.558,SMOKE,138
1781086820.898,2026-06-10 15:20:20,WARNING,1,0.631,SMOKE,139
1781086821.772,2026-06-10 15:20:21,WARNING,1,0.542,SMOKE,151
1781086821.832,2026-06-10 15:20:21,WARNING,1,0.553,SMOKE,152
1781086822.697,2026-06-10 15:20:22,WARNING,1,0.510,SMOKE,154
1781086822.807,2026-06-10 15:20:22,WARNING,1,0.507,SMOKE,155
1781086822.849,2026-06-10 15:20:22,WARNING,1,0.536,SMOKE,156
1781086822.857,2026-06-10 15:20:22,WARNING,1,0.530,SMOKE,157
1781086823.700,2026-06-10 15:20:23,WARNING,2,0.582,SMOKE|SMOKE,162
1781086823.759,2026-06-10 15:20:23,WARNING,2,0.659,SMOKE|SMOKE,163
1781086823.804,2026-06-10 15:20:23,WARNING,2,0.645,SMOKE|SMOKE,164
1781086823.814,2026-06-10 15:20:23,WARNING,2,0.642,SMOKE|SMOKE,165
1781086823.889,2026-06-10 15:20:23,WARNING,2,0.571,SMOKE|SMOKE,166
1781086824.692,2026-06-10 15:20:24,WARNING,3,0.526,SMOKE|SMOKE|SMOKE,169
1781086824.786,2026-06-10 15:20:24,WARNING,2,0.591,SMOKE|SMOKE,170
1781086825.611,2026-06-10 15:20:25,WARNING,2,0.555,SMOKE|SMOKE,171
1781086825.731,2026-06-10 15:20:25,WARNING,2,0.515,SMOKE|SMOKE,174
1781086825.837,2026-06-10 15:20:25,WARNING,2,0.557,SMOKE|SMOKE,176
1781086825.864,2026-06-10 15:20:25,WARNING,2,0.589,SMOKE|SMOKE,177
1781086825.869,2026-06-10 15:20:25,WARNING,2,0.582,SMOKE|SMOKE,178
1781086825.888,2026-06-10 15:20:25,WARNING,2,0.521,SMOKE|SMOKE,179
1781086826.838,2026-06-10 15:20:26,WARNING,2,0.519,SMOKE|SMOKE,183
1781086826.940,2026-06-10 15:20:26,WARNING,3,0.530,SMOKE|SMOKE|SMOKE,184
1781086826.979,2026-06-10 15:20:26,WARNING,2,0.556,SMOKE|SMOKE,185
1781086827.000,2026-06-10 15:20:27,WARNING,2,0.578,SMOKE|SMOKE,186
1781086827.027,2026-06-10 15:20:27,WARNING,2,0.549,SMOKE|SMOKE,187
1781086827.059,2026-06-10 15:20:27,WARNING,2,0.531,SMOKE|SMOKE,188
1781086827.067,2026-06-10 15:20:27,WARNING,2,0.534,SMOKE|SMOKE,189
1781086827.072,2026-06-10 15:20:27,WARNING,3,0.540,SMOKE|SMOKE|SMOKE,190
1781086827.096,2026-06-10 15:20:27,WARNING,4,0.552,SMOKE|SMOKE|SMOKE|SMOKE,191
1781086827.100,2026-06-10 15:20:27,WARNING,3,0.550,SMOKE|SMOKE|SMOKE,192
1781086827.129,2026-06-10 15:20:27,WARNING,4,0.547,SMOKE|SMOKE|SMOKE|SMOKE,193
1781086827.135,2026-06-10 15:20:27,WARNING,3,0.549,SMOKE|SMOKE|SMOKE,194
1781086827.160,2026-06-10 15:20:27,WARNING,3,0.539,SMOKE|SMOKE|SMOKE,195
1781086827.167,2026-06-10 15:20:27,WARNING,2,0.534,SMOKE|SMOKE,196
1781086827.934,2026-06-10 15:20:27,WARNING,3,0.565,SMOKE|SMOKE|SMOKE,202
1781086827.979,2026-06-10 15:20:27,WARNING,3,0.553,SMOKE|SMOKE|SMOKE,203
1781086827.995,2026-06-10 15:20:27,WARNING,3,0.558,SMOKE|SMOKE|SMOKE,204
1781086828.056,2026-06-10 15:20:28,WARNING,2,0.563,SMOKE|SMOKE,205
1781086828.085,2026-06-10 15:20:28,WARNING,2,0.535,SMOKE|SMOKE,206
1781086828.109,2026-06-10 15:20:28,WARNING,1,0.527,SMOKE,207
1781086833.143,2026-06-10 15:20:33,WARNING,1,0.514,SMOKE,327
1781086833.231,2026-06-10 15:20:33,WARNING,1,0.532,SMOKE,328
1781086833.279,2026-06-10 15:20:33,WARNING,1,0.528,SMOKE,329
1781086833.342,2026-06-10 15:20:33,WARNING,1,0.536,SMOKE,330
1781086833.371,2026-06-10 15:20:33,WARNING,2,0.539,SMOKE|SMOKE,331
1781086833.454,2026-06-10 15:20:33,WARNING,1,0.553,SMOKE,332
1781086835.528,2026-06-10 15:20:35,WARNING,2,0.566,SMOKE|SMOKE,367
1781086835.614,2026-06-10 15:20:35,WARNING,3,0.620,SMOKE|SMOKE|SMOKE,368
1781086835.658,2026-06-10 15:20:35,WARNING,1,0.535,SMOKE,369
1781086835.729,2026-06-10 15:20:35,WARNING,2,0.547,SMOKE|SMOKE,370
1781086835.775,2026-06-10 15:20:35,WARNING,2,0.531,SMOKE|SMOKE,371
1781086835.824,2026-06-10 15:20:35,WARNING,2,0.531,SMOKE|SMOKE,372
1781086835.898,2026-06-10 15:20:35,WARNING,2,0.531,SMOKE|SMOKE,373
1781086835.967,2026-06-10 15:20:35,WARNING,2,0.543,SMOKE|SMOKE,374
1781086836.016,2026-06-10 15:20:36,WARNING,1,0.539,SMOKE,375
1781086836.083,2026-06-10 15:20:36,WARNING,1,0.523,SMOKE,376
1781086836.139,2026-06-10 15:20:36,WARNING,2,0.544,SMOKE|SMOKE,377
1781086836.203,2026-06-10 15:20:36,WARNING,2,0.528,SMOKE|SMOKE,378
1781086836.274,2026-06-10 15:20:36,WARNING,2,0.553,SMOKE|SMOKE,379
1781086836.314,2026-06-10 15:20:36,WARNING,2,0.571,SMOKE|SMOKE,380
1781086836.390,2026-06-10 15:20:36,WARNING,2,0.599,SMOKE|SMOKE,381
1781086836.452,2026-06-10 15:20:36,WARNING,3,0.629,SMOKE|SMOKE|SMOKE,382
1781086836.493,2026-06-10 15:20:36,WARNING,3,0.633,SMOKE|SMOKE|SMOKE,383
1781086836.554,2026-06-10 15:20:36,WARNING,3,0.621,SMOKE|SMOKE|SMOKE,384
1781086836.619,2026-06-10 15:20:36,WARNING,3,0.609,SMOKE|SMOKE|SMOKE,385
1781086836.681,2026-06-10 15:20:36,WARNING,3,0.639,SMOKE|SMOKE|SMOKE,386
1781086836.726,2026-06-10 15:20:36,WARNING,3,0.643,SMOKE|SMOKE|SMOKE,387
1781086836.797,2026-06-10 15:20:36,WARNING,3,0.606,SMOKE|SMOKE|SMOKE,388
1781086836.867,2026-06-10 15:20:36,WARNING,2,0.585,SMOKE|SMOKE,389
1781086836.910,2026-06-10 15:20:36,WARNING,3,0.624,SMOKE|SMOKE|SMOKE,390
1781086836.959,2026-06-10 15:20:36,WARNING,4,0.622,SMOKE|SMOKE|SMOKE|SMOKE,391
1781086837.037,2026-06-10 15:20:37,WARNING,4,0.609,SMOKE|SMOKE|SMOKE|SMOKE,392
1781086837.106,2026-06-10 15:20:37,WARNING,2,0.624,SMOKE|SMOKE,393
1781086837.151,2026-06-10 15:20:37,WARNING,2,0.615,SMOKE|SMOKE,394
1781086837.220,2026-06-10 15:20:37,WARNING,1,0.597,SMOKE,395
1781086837.274,2026-06-10 15:20:37,WARNING,1,0.615,SMOKE,396
1781086837.333,2026-06-10 15:20:37,WARNING,1,0.510,SMOKE,397
1781086837.375,2026-06-10 15:20:37,WARNING,1,0.505,SMOKE,398
1781086837.457,2026-06-10 15:20:37,WARNING,2,0.545,SMOKE|SMOKE,399
1781086837.505,2026-06-10 15:20:37,WARNING,1,0.513,SMOKE,400
1781086839.019,2026-06-10 15:20:39,WARNING,1,0.559,SMOKE,425
1781086839.141,2026-06-10 15:20:39,WARNING,5,0.569,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,426
1781086839.223,2026-06-10 15:20:39,WARNING,6,0.610,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,427
1781086839.271,2026-06-10 15:20:39,WARNING,5,0.601,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,428
1781086839.316,2026-06-10 15:20:39,WARNING,6,0.614,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,429
1781086839.356,2026-06-10 15:20:39,WARNING,6,0.662,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,430
1781086839.405,2026-06-10 15:20:39,WARNING,7,0.643,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,431
1781086839.440,2026-06-10 15:20:39,WARNING,9,0.668,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,432
1781086839.489,2026-06-10 15:20:39,WARNING,7,0.677,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,433
1781086839.548,2026-06-10 15:20:39,WARNING,6,0.670,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,434
1781086839.608,2026-06-10 15:20:39,WARNING,6,0.655,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,435
1781086839.663,2026-06-10 15:20:39,WARNING,6,0.645,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,436
1781086839.731,2026-06-10 15:20:39,WARNING,6,0.704,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,437
1781086839.790,2026-06-10 15:20:39,WARNING,4,0.716,SMOKE|SMOKE|SMOKE|SMOKE,438
1781086839.848,2026-06-10 15:20:39,WARNING,4,0.739,SMOKE|SMOKE|SMOKE|SMOKE,439
1781086839.922,2026-06-10 15:20:39,WARNING,7,0.773,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,440
1781086839.975,2026-06-10 15:20:39,WARNING,5,0.730,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,441
1781086840.029,2026-06-10 15:20:40,WARNING,6,0.726,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,442
1781086840.087,2026-06-10 15:20:40,WARNING,4,0.701,SMOKE|SMOKE|SMOKE|SMOKE,443
1781086840.145,2026-06-10 15:20:40,WARNING,4,0.725,SMOKE|SMOKE|SMOKE|SMOKE,444
1781086840.199,2026-06-10 15:20:40,WARNING,5,0.709,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,445
1781086840.250,2026-06-10 15:20:40,WARNING,4,0.703,SMOKE|SMOKE|SMOKE|SMOKE,446
1781086840.322,2026-06-10 15:20:40,WARNING,4,0.705,SMOKE|SMOKE|SMOKE|SMOKE,447
1781086840.383,2026-06-10 15:20:40,WARNING,7,0.736,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,448
1781086840.442,2026-06-10 15:20:40,WARNING,5,0.753,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,449
1781086840.514,2026-06-10 15:20:40,WARNING,5,0.750,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,450
1781086840.564,2026-06-10 15:20:40,WARNING,5,0.785,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,451
1781086840.613,2026-06-10 15:20:40,WARNING,6,0.781,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,452
1781086840.694,2026-06-10 15:20:40,WARNING,6,0.693,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,453
1781086840.784,2026-06-10 15:20:40,WARNING,8,0.717,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,454
1781086840.817,2026-06-10 15:20:40,WARNING,5,0.716,SMOKE|SMOKE|SMOKE|SMOKE|SMOKE,455
1781086840.877,2026-06-10 15:20:40,WARNING,4,0.688,SMOKE|SMOKE|SMOKE|SMOKE,456
1781086840.905,2026-06-10 15:20:40,WARNING,4,0.686,SMOKE|SMOKE|SMOKE|SMOKE,457
1781086840.965,2026-06-10 15:20:40,WARNING,4,0.685,SMOKE|SMOKE|SMOKE|SMOKE,458
1781086841.027,2026-06-10 15:20:41,WARNING,4,0.684,SMOKE|SMOKE|SMOKE|SMOKE,459
1781086841.083,2026-06-10 15:20:41,WARNING,4,0.681,SMOKE|SMOKE|SMOKE|SMOKE,460
1781086841.139,2026-06-10 15:20:41,WARNING,4,0.689,SMOKE|SMOKE|SMOKE|SMOKE,461
1781086841.219,2026-06-10 15:20:41,WARNING,3,0.678,SMOKE|SMOKE|SMOKE,462
1781086841.324,2026-06-10 15:20:41,WARNING,3,0.666,SMOKE|SMOKE|SMOKE,463
1781086841.381,2026-06-10 15:20:41,WARNING,4,0.654,SMOKE|SMOKE|SMOKE|SMOKE,464
1781086841.436,2026-06-10 15:20:41,WARNING,2,0.622,SMOKE|SMOKE,465
1781086841.470,2026-06-10 15:20:41,WARNING,2,0.606,SMOKE|SMOKE,466
1781086841.519,2026-06-10 15:20:41,WARNING,2,0.588,SMOKE|SMOKE,467
1781086841.592,2026-06-10 15:20:41,WARNING,2,0.575,SMOKE|SMOKE,468
1781086841.639,2026-06-10 15:20:41,WARNING,2,0.630,SMOKE|SMOKE,469
1781086841.699,2026-06-10 15:20:41,WARNING,2,0.647,SMOKE|SMOKE,470
1781086841.752,2026-06-10 15:20:41,WARNING,1,0.618,SMOKE,471
1781086841.807,2026-06-10 15:20:41,WARNING,1,0.565,SMOKE,472
1781086841.876,2026-06-10 15:20:41,WARNING,1,0.581,SMOKE,473
1781086841.934,2026-06-10 15:20:41,WARNING,1,0.573,SMOKE,474
1781086841.992,2026-06-10 15:20:41,WARNING,1,0.540,SMOKE,475
1781086842.032,2026-06-10 15:20:42,WARNING,1,0.538,SMOKE,476
1781086842.112,2026-06-10 15:20:42,WARNING,1,0.561,SMOKE,477
1781086842.179,2026-06-10 15:20:42,WARNING,1,0.555,SMOKE,478
1781086842.390,2026-06-10 15:20:42,WARNING,1,0.506,SMOKE,480
1781086842.444,2026-06-10 15:20:42,WARNING,1,0.535,SMOKE,481
1781086842.508,2026-06-10 15:20:42,WARNING,1,0.531,SMOKE,482
1781086843.454,2026-06-10 15:20:43,WARNING,1,0.544,SMOKE,496
1781086844.386,2026-06-10 15:20:44,WARNING,1,0.548,SMOKE,498
1781086845.874,2026-06-10 15:20:45,WARNING,1,0.580,SMOKE,517
1781086845.915,2026-06-10 15:20:45,WARNING,1,0.563,SMOKE,518
1781086845.922,2026-06-10 15:20:45,WARNING,1,0.569,SMOKE,519
1781086845.964,2026-06-10 15:20:45,WARNING,1,0.603,SMOKE,520
1781086846.001,2026-06-10 15:20:46,WARNING,1,0.565,SMOKE,521
1781086846.036,2026-06-10 15:20:46,WARNING,1,0.542,SMOKE,522
1781086846.041,2026-06-10 15:20:46,WARNING,1,0.543,SMOKE,523
1781086846.073,2026-06-10 15:20:46,WARNING,1,0.594,SMOKE,524
1781086851.864,2026-06-10 15:20:51,WARNING,1,0.550,SMOKE,632
1781086851.978,2026-06-10 15:20:51,WARNING,2,0.714,FIRE|SMOKE,633
1781086852.067,2026-06-10 15:20:52,WARNING,3,0.699,FIRE|SMOKE|SMOKE,634
1781086852.138,2026-06-10 15:20:52,WARNING,2,0.779,FIRE|SMOKE,635
1781086852.169,2026-06-10 15:20:52,WARNING,2,0.779,FIRE|SMOKE,636
1781086852.211,2026-06-10 15:20:52,WARNING,2,0.801,FIRE|SMOKE,637
1781086852.268,2026-06-10 15:20:52,WARNING,2,0.761,FIRE|SMOKE,638
1781086852.308,2026-06-10 15:20:52,FIRE DETECTED,2,0.769,FIRE|SMOKE,639
1781086852.338,2026-06-10 15:20:52,FIRE DETECTED,2,0.769,FIRE|SMOKE,640
1781086852.391,2026-06-10 15:20:52,FIRE DETECTED,2,0.769,FIRE|SMOKE,641
1781086852.449,2026-06-10 15:20:52,FIRE DETECTED,2,0.788,FIRE|SMOKE,642
1781086852.512,2026-06-10 15:20:52,FIRE DETECTED,2,0.800,FIRE|SMOKE,643
1781086852.567,2026-06-10 15:20:52,FIRE DETECTED,2,0.774,FIRE|SMOKE,644
1781086852.633,2026-06-10 15:20:52,FIRE DETECTED,2,0.778,FIRE|SMOKE,645
1781086852.692,2026-06-10 15:20:52,FIRE DETECTED,2,0.801,FIRE|SMOKE,646
1781086852.749,2026-06-10 15:20:52,FIRE DETECTED,2,0.797,FIRE|SMOKE,647
1781086852.825,2026-06-10 15:20:52,FIRE DETECTED,2,0.774,FIRE|SMOKE,648
1781086852.875,2026-06-10 15:20:52,FIRE DETECTED,2,0.745,FIRE|SMOKE,649
1781086852.935,2026-06-10 15:20:52,FIRE DETECTED,2,0.737,FIRE|SMOKE,650
1781086852.995,2026-06-10 15:20:52,FIRE DETECTED,2,0.750,FIRE|SMOKE,651
1781086853.042,2026-06-10 15:20:53,FIRE DETECTED,2,0.753,FIRE|SMOKE,652
1781086853.109,2026-06-10 15:20:53,FIRE DETECTED,2,0.754,FIRE|SMOKE,653
1781086853.182,2026-06-10 15:20:53,FIRE DETECTED,2,0.760,FIRE|SMOKE,654
1781086853.222,2026-06-10 15:20:53,FIRE DETECTED,2,0.751,FIRE|SMOKE,655
1781086853.283,2026-06-10 15:20:53,FIRE DETECTED,2,0.713,FIRE|SMOKE,656
1781086853.359,2026-06-10 15:20:53,FIRE DETECTED,2,0.706,FIRE|SMOKE,657
1781086853.410,2026-06-10 15:20:53,FIRE DETECTED,2,0.714,FIRE|SMOKE,658
1781086853.463,2026-06-10 15:20:53,FIRE DETECTED,2,0.699,FIRE|SMOKE,659
1781086853.533,2026-06-10 15:20:53,FIRE DETECTED,3,0.718,FIRE|SMOKE|SMOKE,660
1781086853.579,2026-06-10 15:20:53,FIRE DETECTED,2,0.687,FIRE|SMOKE,661
1781086853.662,2026-06-10 15:20:53,FIRE DETECTED,2,0.680,FIRE|SMOKE,662
1781086853.706,2026-06-10 15:20:53,FIRE DETECTED,2,0.659,FIRE|SMOKE,663
1781086853.763,2026-06-10 15:20:53,FIRE DETECTED,2,0.661,FIRE|SMOKE,664
1781086853.836,2026-06-10 15:20:53,FIRE DETECTED,2,0.698,FIRE|SMOKE,665
1781086853.886,2026-06-10 15:20:53,FIRE DETECTED,2,0.691,FIRE|SMOKE,666
1781086853.949,2026-06-10 15:20:53,FIRE DETECTED,2,0.694,FIRE|SMOKE,667
1781086854.011,2026-06-10 15:20:54,FIRE DETECTED,2,0.701,FIRE|SMOKE,668
1781086854.067,2026-06-10 15:20:54,FIRE DETECTED,2,0.694,FIRE|SMOKE,669
1781086854.120,2026-06-10 15:20:54,FIRE DETECTED,2,0.700,FIRE|SMOKE,670
1781086854.187,2026-06-10 15:20:54,FIRE DETECTED,1,0.682,FIRE,671
1781086854.235,2026-06-10 15:20:54,FIRE DETECTED,1,0.697,FIRE,672
1781086854.299,2026-06-10 15:20:54,FIRE DETECTED,1,0.681,FIRE,673
1781086854.358,2026-06-10 15:20:54,FIRE DETECTED,1,0.668,FIRE,674
1781086854.422,2026-06-10 15:20:54,FIRE DETECTED,1,0.694,FIRE,675
1781086854.493,2026-06-10 15:20:54,FIRE DETECTED,1,0.678,FIRE,676
1781086854.548,2026-06-10 15:20:54,FIRE DETECTED,1,0.693,FIRE,677
1781086854.608,2026-06-10 15:20:54,FIRE DETECTED,1,0.703,FIRE,678
1781086854.663,2026-06-10 15:20:54,FIRE DETECTED,1,0.690,FIRE,679
1781086854.721,2026-06-10 15:20:54,FIRE DETECTED,1,0.649,FIRE,680
1781086854.788,2026-06-10 15:20:54,FIRE DETECTED,1,0.688,FIRE,681
1781086854.848,2026-06-10 15:20:54,FIRE DETECTED,1,0.705,FIRE,682
1781086854.906,2026-06-10 15:20:54,FIRE DETECTED,1,0.687,FIRE,683
1781086854.970,2026-06-10 15:20:54,FIRE DETECTED,1,0.691,FIRE,684
1781086855.042,2026-06-10 15:20:55,FIRE DETECTED,1,0.688,FIRE,685
1781086855.072,2026-06-10 15:20:55,FIRE DETECTED,1,0.685,FIRE,686
1781086855.140,2026-06-10 15:20:55,FIRE DETECTED,1,0.706,FIRE,687
1781086855.194,2026-06-10 15:20:55,FIRE DETECTED,1,0.711,FIRE,688
1781086855.256,2026-06-10 15:20:55,FIRE DETECTED,1,0.679,FIRE,689
1781086855.322,2026-06-10 15:20:55,FIRE DETECTED,1,0.694,FIRE,690
1781086855.357,2026-06-10 15:20:55,FIRE DETECTED,1,0.696,FIRE,691
